4974018502231232;130,00;FactureCarteBleue;12/12/2024 16:34:39;EUR
4974018502231232;80,00;DepotGuichet;12/12/2024 16:34:39;EUR
4974018502233014;70,00;DepotGuichet;12/12/2024 16:34:39;EUR
4974018502233212;30,00;FactureCarteBleue;12/12/2024 16:34:39;EUR
4974018502233014;150,00;Retrait;12/12/2024 16:34:39;EUR
4974018502233410;10,00;FactureCarteBleue;12/12/2024 16:34:39;EUR
4974018502231232;1000,00;Retrait;12/12/2024 16:34:39;EUR
4974018502231232;60,00;FactureCarteBleue;12/12/2024 16:34:39;EUR
4974018502233212;20,00;Retrait;12/12/2024 16:34:39;EUR
4974018502233410;1300,00;DepotGuichet;12/12/2024 16:34:39;EUR
4974018502233212;40,00;Retrait;12/12/2024 16:34:39;EUR




